name;origin;destination;length;oneway;harassmentRisk;geometry
Calle 43;(-75.6182514, 6.2564237);(-75.6185702, 6.256395);35.382;False;0.9487561141200802;LINESTRING (-75.61825140000001 6.2564237, -75.61857019999999 6.256395)
Carrera 102;(-75.6175436, 6.2564945);(-75.6175587, 6.2569761);53.578;False;0.9487561141200802;LINESTRING (-75.6175436 6.2564945, -75.6175587 6.2569761)
Carrera 102;(-75.6175436, 6.2564945);(-75.6175265, 6.2559561);59.897;False;0.9487561141200802;LINESTRING (-75.6175436 6.2564945, -75.6175265 6.2559561)
Calle 43;(-75.6175436, 6.2564945);(-75.6166234, 6.2565559);101.941;False;0.9487561141200802;LINESTRING (-75.6175436 6.2564945, -75.61662339999999 6.2565559)
Calle 43;(-75.6175436, 6.2564945);(-75.6182514, 6.2564237);78.63;False;0.9487561141200802;LINESTRING (-75.6175436 6.2564945, -75.61825140000001 6.2564237)
Calle 43;(-75.6166234, 6.2565559);(-75.6162904, 6.2565919);37.024;False;0.9487561141200802;LINESTRING (-75.61662339999999 6.2565559, -75.6162904 6.2565919)
Calle 43;(-75.6166234, 6.2565559);(-75.6175436, 6.2564945);101.941;False;0.9487561141200802;LINESTRING (-75.61662339999999 6.2565559, -75.6175436 6.2564945)
Carrera 101;(-75.6166234, 6.2565559);(-75.616671, 6.2570588);56.167;False;0.9487561141200802;LINESTRING (-75.61662339999999 6.2565559, -75.616671 6.2570588)
Calle 43;(-75.6162904, 6.2565919);(-75.6166234, 6.2565559);37.024;False;0.9487561141200802;LINESTRING (-75.6162904 6.2565919, -75.61662339999999 6.2565559)
Carrera 101;(-75.6162904, 6.2565919);(-75.6162184, 6.2560548);60.251;False;0.9487561141200802;LINESTRING (-75.6162904 6.2565919, -75.61621839999999 6.2560548)
Calle 43;(-75.6162904, 6.2565919);(-75.6160574, 6.2566878);28.026;False;0.9487561141200802;LINESTRING (-75.6162904 6.2565919, -75.6161352 6.2566422, -75.6160574 6.2566878)
Carrera 100;(-75.6160574, 6.2566878);(-75.6156446, 6.2562129);69.789;True;0.9487561141200802;LINESTRING (-75.6160574 6.2566878, -75.6156446 6.2562129)
Carrera 43;(-75.6160574, 6.2566878);(-75.6159181, 6.256969);34.853;False;0.9487561141200802;LINESTRING (-75.6160574 6.2566878, -75.6159181 6.256969)
Calle 43;(-75.6160574, 6.2566878);(-75.6162904, 6.2565919);28.026;False;0.9487561141200802;LINESTRING (-75.6160574 6.2566878, -75.6161352 6.2566422, -75.6162904 6.2565919)
Carrera 103;(-75.6183009, 6.2569194);(-75.6182514, 6.2564237);55.39;False;0.9487561141200802;LINESTRING (-75.61830089999999 6.2569194, -75.61825140000001 6.2564237)
Carrera 103;(-75.6183009, 6.2569194);(-75.6185206, 6.2573456);53.622;False;0.9446940987759402;LINESTRING (-75.61830089999999 6.2569194, -75.6183654 6.2569993, -75.6184322 6.2571215, -75.6185206 6.2573456)
Carrera 102;(-75.6175587, 6.2569761);(-75.617579, 6.257268);32.535;False;0.9487561141200802;LINESTRING (-75.6175587 6.2569761, -75.61757900000001 6.257268)
Carrera 102;(-75.6175587, 6.2569761);(-75.6175436, 6.2564945);53.578;False;0.9487561141200802;LINESTRING (-75.6175587 6.2569761, -75.6175436 6.2564945)
Calle 44;(-75.6175587, 6.2569761);(-75.6183009, 6.2569194);82.279;True;0.9487561141200802;LINESTRING (-75.6175587 6.2569761, -75.61830089999999 6.2569194)
Carrera 43;(-75.6159181, 6.256969);(-75.6160574, 6.2566878);34.853;False;0.9487561141200802;LINESTRING (-75.6159181 6.256969, -75.6160574 6.2566878)
Calle 44;(-75.6159181, 6.256969);(-75.616671, 6.2570588);83.943;True;0.9487561141200802;LINESTRING (-75.6159181 6.256969, -75.6161826 6.257019, -75.6164315 6.2570455, -75.616671 6.2570588)
Carrera 43;(-75.6159181, 6.256969);(-75.6156723, 6.2573986);55.547;True;0.9487561141200802;LINESTRING (-75.6159181 6.256969, -75.61572959999999 6.2573475, -75.61570469999999 6.2573766, -75.6156723 6.2573986)
Carrera 101;(-75.616671, 6.2570588);(-75.6166234, 6.2565559);56.167;False;0.9487561141200802;LINESTRING (-75.616671 6.2570588, -75.61662339999999 6.2565559)
Calle 44;(-75.616671, 6.2570588);(-75.6175587, 6.2569761);98.78900000000002;True;0.9487561141200802;LINESTRING (-75.616671 6.2570588, -75.6167131 6.2570464, -75.616951 6.2570074, -75.6171561 6.2569966, -75.6173465 6.2569803, -75.6175587 6.2569761)
Carrera 101;(-75.616671, 6.2570588);(-75.6168232, 6.2574978);51.67399999999999;False;0.9487561141200802;LINESTRING (-75.616671 6.2570588, -75.6167365 6.2572749, -75.6167911 6.2574209, -75.6168232 6.2574978)
Carrera 102;(-75.617579, 6.257268);(-75.6175587, 6.2569761);32.535;False;0.9487561141200802;LINESTRING (-75.61757900000001 6.257268, -75.6175587 6.2569761)
Calle 47F;(-75.6128104, 6.2583475);(-75.6123532, 6.2581696);54.269;False;0.9487561141200802;LINESTRING (-75.6128104 6.2583475, -75.6123532 6.2581696)
Calle 47F;(-75.6128104, 6.2583475);(-75.6132174, 6.2584971);47.964;False;0.9487561141200802;LINESTRING (-75.6128104 6.2583475, -75.6132174 6.2584971)
Carrera 98;(-75.6128104, 6.2583475);(-75.6135226, 6.2571027);159.235;False;0.9487561141200802;LINESTRING (-75.6128104 6.2583475, -75.6135226 6.2571027)
Vía a Montañita;(-75.6667009, 6.1970676);(-75.6695497, 6.1961267);349.19700000000006;False;;LINESTRING (-75.6667009 6.1970676, -75.6669136 6.1971154, -75.66719790000001 6.1971313, -75.66730769999999 6.1971097, -75.66740710000001 6.1970487, -75.6675966 6.1968497, -75.6677261 6.196707, -75.66789540000001 6.1966087, -75.66812040000001 6.196571, -75.6683561 6.1965927, -75.6684825 6.196587, -75.6685978 6.1965764, -75.66885929999999 6.1964764, -75.6691745 6.1963137, -75.66935549999999 6.1962204, -75.6695497 6.1961267)
Vía a Montañita;(-75.6667009, 6.1970676);(-75.6672142, 6.2003611);468.314;False;;LINESTRING (-75.6667009 6.1970676, -75.6666048 6.1970145, -75.66652999999999 6.1969786, -75.66651040000001 6.1969737, -75.6664916 6.1969757, -75.6664722 6.1969857, -75.66645889999999 6.1969993, -75.6664413 6.1970697, -75.6664574 6.1971497, -75.666496 6.1972232, -75.6665673 6.1974375, -75.6666511 6.1975372, -75.66676579999999 6.1976302, -75.667024 6.1977407, -75.6670702 6.1977945, -75.6670709 6.1978892, -75.66717130000001 6.198481, -75.66725219999999 6.1985757, -75.6675314 6.1988023, -75.6675542 6.1988756, -75.66754760000001 6.1989572, -75.6672224 6.1993955, -75.6671932 6.1995179, -75.66719329999999 6.1999347, -75.6672142 6.2003611)
;(-75.6667009, 6.1970676);(-75.662939, 6.196787);435.097;False;;LINESTRING (-75.6667009 6.1970676, -75.6666237 6.1969604, -75.6665486 6.1969097, -75.6664494 6.1968804, -75.66620260000001 6.1968937, -75.6659049 6.1968964, -75.66557899999999 6.196903, -75.6653228 6.1969124, -75.66517930000001 6.1969457, -75.6650332 6.197003, -75.66488560000001 6.1970537, -75.66476489999999 6.197075, -75.66460669999999 6.1970804, -75.6644002 6.197099, -75.6642137 6.197143, -75.6640354 6.1971404, -75.66378659999999 6.1970577, -75.66369880000001 6.1970397, -75.6636002 6.1970477, -75.6635526 6.1970364, -75.66325620000001 6.1969117, -75.6630839 6.1968504, -75.66293899999999 6.196787)
Vía a Montañita;(-75.6655973, 6.1923482);(-75.6695497, 6.1961267);870.7790000000002;False;;LINESTRING (-75.6655973 6.1923482, -75.6656883 6.1924252, -75.66576000000001 6.1924699, -75.6658552 6.1925059, -75.6662417 6.1925822, -75.6665996 6.1927112, -75.6666803 6.1927196, -75.6668007 6.1926926, -75.6668825 6.1926806, -75.66697929999999 6.1926995, -75.6671095 6.1927822, -75.66718160000001 6.1928845, -75.6672703 6.1930249, -75.6673143 6.1930499, -75.66744199999999 6.1930289, -75.6676336 6.1929139, -75.6678446 6.1928073, -75.66790039999999 6.1927952, -75.6679501 6.1928205, -75.6680147 6.1928902, -75.6681821 6.1930619, -75.66830299999999 6.1931955, -75.66840980000001 6.1934835, -75.6685943 6.1937192, -75.6688255 6.1939369, -75.6689891 6.1942515, -75.66916019999999 6.1944112, -75.669421 6.1945008, -75.6697764 6.1944488, -75.6701719 6.1945395, -75.6703919 6.1946488, -75.6704321 6.1947048, -75.67042619999999 6.1947885, -75.66982059999999 6.1951955, -75.6697123 6.1954178, -75.6696208 6.1956274, -75.6695259 6.1958511, -75.6695165 6.1959504, -75.66953770000001 6.1960634, -75.6695497 6.1961267)
Vía a Montañita;(-75.6655973, 6.1923482);(-75.6663733, 6.1922209);88.85600000000001;False;;LINESTRING (-75.6655973 6.1923482, -75.665756 6.1922952, -75.666094 6.1921872, -75.6663733 6.1922209)
;(-75.6655973, 6.1923482);(-75.6634195, 6.1893228);824.1139999999997;False;;LINESTRING (-75.6655973 6.1923482, -75.6655387 6.1923033, -75.6655119 6.1922712, -75.6654724 6.1922106, -75.66544620000001 6.1921765, -75.6653671 6.1921519, -75.66527120000001 6.1921652, -75.6651914 6.1921819, -75.6651143 6.1922106, -75.6650224 6.1922513, -75.6649098 6.1924379, -75.664824 6.1926286, -75.66475490000001 6.1927125, -75.6646724 6.1927912, -75.6644417 6.1929472, -75.6643505 6.1929712, -75.66427280000001 6.1929752, -75.66406619999999 6.1928779, -75.6639361 6.1928219, -75.663743 6.1928739, -75.6637054 6.1928619, -75.66359009999999 6.1928259, -75.6634131 6.1927645, -75.66334999999999 6.1927565, -75.6631167 6.1928325, -75.6629665 6.1928832, -75.6629209 6.1928859, -75.6628686 6.1928738, -75.6627989 6.1928112, -75.662819 6.1927352, -75.66286460000001 6.1926512, -75.6629384 6.1925459, -75.6630255 6.1924192, -75.6630416 6.1921979, -75.6630564 6.1921459, -75.6630825 6.1920972, -75.6631261 6.1920025, -75.663161 6.1918866, -75.6631878 6.1917699, -75.66321189999999 6.1916339, -75.66324950000001 6.1914952, -75.6632817 6.1914539, -75.66329380000001 6.1914166, -75.6632736 6.1913859, -75.6632334 6.1913579, -75.6631288 6.1913232, -75.6630275 6.191309, -75.662993 6.1913099, -75.66296149999999 6.1913016, -75.6629313 6.1912689, -75.6629088 6.1912379, -75.6628807 6.1911753, -75.6628733 6.1911256, -75.662882 6.1910873, -75.66290480000001 6.1910259, -75.66292230000001 6.1909286, -75.6629088 6.1908233, -75.6628619 6.190718, -75.6628398 6.1906793, -75.6627962 6.190426, -75.6628539 6.1902573, -75.66292900000001 6.190106, -75.6631878 6.189726, -75.66323610000001 6.1896327, -75.6633112 6.189538, -75.66338759999999 6.1894353, -75.6634195 6.1893228)
Vía a Montañita;(-75.6695497, 6.1961267);(-75.6667009, 6.1970676);349.197;False;;LINESTRING (-75.6695497 6.1961267, -75.66935549999999 6.1962204, -75.6691745 6.1963137, -75.66885929999999 6.1964764, -75.6685978 6.1965764, -75.6684825 6.196587, -75.6683561 6.1965927, -75.66812040000001 6.196571, -75.66789540000001 6.1966087, -75.6677261 6.196707, -75.6675966 6.1968497, -75.66740710000001 6.1970487, -75.66730769999999 6.1971097, -75.66719790000001 6.1971313, -75.6669136 6.1971154, -75.6667009 6.1970676)
Vía a Montañita;(-75.6695497, 6.1961267);(-75.6655973, 6.1923482);870.779;False;;LINESTRING (-75.6695497 6.1961267, -75.66953770000001 6.1960634, -75.6695165 6.1959504, -75.6695259 6.1958511, -75.6696208 6.1956274, -75.6697123 6.1954178, -75.66982059999999 6.1951955, -75.67042619999999 6.1947885, -75.6704321 6.1947048, -75.6703919 6.1946488, -75.6701719 6.1945395, -75.6697764 6.1944488, -75.669421 6.1945008, -75.66916019999999 6.1944112, -75.6689891 6.1942515, -75.6688255 6.1939369, -75.6685943 6.1937192, -75.66840980000001 6.1934835, -75.66830299999999 6.1931955, -75.6681821 6.1930619, -75.6680147 6.1928902, -75.6679501 6.1928205, -75.66790039999999 6.1927952, -75.6678446 6.1928073, -75.6676336 6.1929139, -75.66744199999999 6.1930289, -75.6673143 6.1930499, -75.6672703 6.1930249, -75.66718160000001 6.1928845, -75.6671095 6.1927822, -75.66697929999999 6.1926995, -75.6668825 6.1926806, -75.6668007 6.1926926, -75.6666803 6.1927196, -75.6665996 6.1927112, -75.6662417 6.1925822, -75.6658552 6.1925059, -75.66576000000001 6.1924699, -75.6656883 6.1924252, -75.6655973 6.1923482)
Vía a Montañita;(-75.6695497, 6.1961267);(-75.674412, 6.1955464);564.7420000000001;False;;LINESTRING (-75.6695497 6.1961267, -75.669918 6.1959349, -75.6702514 6.1957684, -75.6705013 6.1956477, -75.6706283 6.1956298, -75.67080660000001 6.1956298, -75.6709793 6.1956643, -75.6711164 6.1957044, -75.671261 6.195746, -75.6712854 6.1957537, -75.6713136 6.1957524, -75.6713621 6.1957394, -75.67148090000001 6.1957197, -75.6716354 6.1956924, -75.67181859999999 6.1957002, -75.67198809999999 6.1957111, -75.67207519999999 6.1957108, -75.67218130000001 6.1956831, -75.67231 6.1956498, -75.67249099999999 6.1955871, -75.67263320000001 6.1955351, -75.67285939999999 6.195466, -75.67299130000001 6.1954444, -75.6731308 6.1954551, -75.673301 6.1954898, -75.67341570000001 6.1955404, -75.673523 6.1955798, -75.6736739 6.1956298, -75.6737942 6.1956663, -75.6738489 6.1956804, -75.6739767 6.1957027, -75.67417039999999 6.1956229, -75.674412 6.1955464)
Vía a Montañita;(-75.674412, 6.1955464);(-75.6751695, 6.1955127);84.61500000000001;False;;LINESTRING (-75.674412 6.1955464, -75.6745768 6.1955134, -75.67478060000001 6.195532, -75.6749727 6.1955417, -75.6751186 6.1955247, -75.6751532 6.1955218, -75.6751695 6.1955127)
Vía a Montañita;(-75.674412, 6.1955464);(-75.6695497, 6.1961267);564.742;False;;LINESTRING (-75.674412 6.1955464, -75.67417039999999 6.1956229, -75.6739767 6.1957027, -75.6738489 6.1956804, -75.6737942 6.1956663, -75.6736739 6.1956298, -75.673523 6.1955798, -75.67341570000001 6.1955404, -75.673301 6.1954898, -75.6731308 6.1954551, -75.67299130000001 6.1954444, -75.67285939999999 6.195466, -75.67263320000001 6.1955351, -75.67249099999999 6.1955871, -75.67231 6.1956498, -75.67218130000001 6.1956831, -75.67207519999999 6.1957108, -75.67198809999999 6.1957111, -75.67181859999999 6.1957002, -75.6716354 6.1956924, -75.67148090000001 6.1957197, -75.6713621 6.1957394, -75.6713136 6.1957524, -75.6712854 6.1957537, -75.671261 6.195746, -75.6711164 6.1957044, -75.6709793 6.1956643, -75.67080660000001 6.1956298, -75.6706283 6.1956298, -75.6705013 6.1956477, -75.6702514 6.1957684, -75.669918 6.1959349, -75.6695497 6.1961267)
;(-75.674412, 6.1955464);(-75.6723958, 6.1978643);443.2570000000001;False;;LINESTRING (-75.674412 6.1955464, -75.6745389 6.1957871, -75.6745531 6.1958093, -75.67457229999999 6.1958274, -75.6745952 6.1958404, -75.67462020000001 6.1958475, -75.6746462 6.1958484, -75.6747749 6.1958644, -75.67479609999999 6.1958822, -75.6748125 6.1959044, -75.67482270000001 6.1959283, -75.6748272 6.1959537, -75.6748132 6.1959857, -75.67479640000001 6.1960164, -75.6747768 6.196046, -75.6747548 6.1960737, -75.6746516 6.1961231, -75.6744719 6.1961817, -75.67439539999999 6.1962284, -75.6743743 6.196247, -75.6743575 6.1962695, -75.6743458 6.1962951, -75.67434009999999 6.1963194, -75.6743391 6.1963444, -75.6743807 6.1964724, -75.6743871 6.1964956, -75.6743869 6.1965196, -75.67438009999999 6.1965427, -75.6743673 6.196563, -75.6743549 6.196575, -75.67434040000001 6.1965844, -75.6742765 6.1966174, -75.6742144 6.1966537, -75.67414719999999 6.196698, -75.67408279999999 6.196746, -75.6740212 6.1967977, -75.67376109999999 6.1970244, -75.67372020000001 6.1970763, -75.67368329999999 6.197131, -75.6736518 6.197186, -75.6736243 6.197243, -75.67347940000001 6.197395, -75.6734395 6.1974309, -75.67339560000001 6.1974617, -75.67334820000001 6.1974872, -75.6732982 6.1975068, -75.6732461 6.1975203, -75.67319139999999 6.1975277, -75.67313609999999 6.1975283, -75.6729457 6.1975203, -75.6728913 6.1975289, -75.6728384 6.1975443, -75.6727856 6.1975676, -75.6727365 6.1975977, -75.6725299 6.1977577, -75.6723958 6.1978643)
Carrera 110;(-75.6220757, 6.2505356);(-75.621812, 6.2501524);51.626;False;0.98531425221734;LINESTRING (-75.6220757 6.2505356, -75.62181200000001 6.2501524)
Calle 38A;(-75.6220757, 6.2505356);(-75.6215051, 6.2507599);67.82300000000001;False;0.984376864061;LINESTRING (-75.6220757 6.2505356, -75.6215617 6.2507377, -75.62150509999999 6.2507599)
Calle 38A;(-75.6220757, 6.2505356);(-75.6227426, 6.2502734);79.271;False;0.98531425221734;LINESTRING (-75.6220757 6.2505356, -75.6224323 6.2503954, -75.6227426 6.2502734)
['Carrera 110', 'Calle 39'];(-75.6220757, 6.2505356);(-75.6226843, 6.2507055);89.174;False;0.98531425221734;LINESTRING (-75.6220757 6.2505356, -75.6222428 6.2508162, -75.62227470000001 6.2508416, -75.62231199999999 6.2508499, -75.6226843 6.2507055)
Carrera 109;(-75.6215051, 6.2507599);(-75.6216772, 6.2512143);53.989;False;0.984376864061;LINESTRING (-75.62150509999999 6.2507599, -75.62167719999999 6.2512143)
Carrera 109;(-75.6215051, 6.2507599);(-75.6221285, 6.2479674);401.988;False;0.98531425221734;LINESTRING (-75.62150509999999 6.2507599, -75.62141870000001 6.2503802, -75.6213748 6.2500857, -75.6213612 6.2498015, -75.62141130000001 6.2494416, -75.6214571 6.2493028, -75.6215344 6.2491769, -75.6215162 6.248977, -75.621532 6.248817, -75.621673 6.2486788, -75.62169400000001 6.2486668, -75.6218066 6.2485592, -75.6218946 6.2483572, -75.62191420000001 6.2483482, -75.6220319 6.2481566, -75.6219301 6.2481473, -75.6219043 6.2481015, -75.6220697 6.2480881, -75.62202600000001 6.2480324, -75.62192539999999 6.2479461, -75.6219462 6.2479137, -75.62210229999999 6.2480027, -75.6221285 6.2479674)
Calle 38A;(-75.6215051, 6.2507599);(-75.6207109, 6.2510721);94.401;False;0.984376864061;LINESTRING (-75.62150509999999 6.2507599, -75.6214453 6.2507834, -75.62071090000001 6.2510721)
Calle 38A;(-75.6215051, 6.2507599);(-75.6220757, 6.2505356);67.82300000000001;False;0.984376864061;LINESTRING (-75.62150509999999 6.2507599, -75.6215617 6.2507377, -75.6220757 6.2505356)
Carrera 107;(-75.6197347, 6.2509981);(-75.6198964, 6.2513923);47.337;False;0.984376864061;LINESTRING (-75.6197347 6.2509981, -75.6198964 6.2513923)
Calle 38;(-75.6197347, 6.2509981);(-75.6205646, 6.2506741);98.553;False;0.984376864061;LINESTRING (-75.6197347 6.2509981, -75.62056459999999 6.2506741)
Calle 38;(-75.6197347, 6.2509981);(-75.6191718, 6.2512179);66.848;False;0.984376864061;LINESTRING (-75.6197347 6.2509981, -75.6191718 6.2512179)
Carrera 107;(-75.6198964, 6.2513923);(-75.6200763, 6.2518305);52.627;False;0.984376864061;LINESTRING (-75.6198964 6.2513923, -75.62007629999999 6.2518305)
Carrera 107;(-75.6198964, 6.2513923);(-75.6197347, 6.2509981);47.337;False;0.984376864061;LINESTRING (-75.6198964 6.2513923, -75.6197347 6.2509981)
Calle 38A;(-75.6198964, 6.2513923);(-75.6186961, 6.2518641);142.669;False;0.984376864061;LINESTRING (-75.6198964 6.2513923, -75.61869609999999 6.2518641)
Calle 38A;(-75.6198964, 6.2513923);(-75.6207109, 6.2510721);96.815;False;0.984376864061;LINESTRING (-75.6198964 6.2513923, -75.62071090000001 6.2510721)
Calle 39B;(-75.6219956, 6.2519653);(-75.622786, 6.251686);92.722;False;0.984376864061;LINESTRING (-75.62199560000001 6.2519653, -75.622786 6.251686)
Calle 39B;(-75.6219956, 6.2519653);(-75.6214637, 6.2521783);63.384;False;0.984376864061;LINESTRING (-75.62199560000001 6.2519653, -75.62146370000001 6.2521783)
Carrera 109;(-75.6219956, 6.2519653);(-75.6218831, 6.2516059);41.853;False;0.984376864061;LINESTRING (-75.62199560000001 6.2519653, -75.62188310000001 6.2516059)
Carrera 109;(-75.6219956, 6.2519653);(-75.6220833, 6.2524421);54.335;False;0.984376864061;LINESTRING (-75.62199560000001 6.2519653, -75.6220625 6.2521696, -75.6220805 6.252295, -75.6220833 6.2524421)
Calle 39B;(-75.6214637, 6.2521783);(-75.6219956, 6.2519653);63.384;False;0.984376864061;LINESTRING (-75.62146370000001 6.2521783, -75.62199560000001 6.2519653)
Calle 39B;(-75.6214637, 6.2521783);(-75.621197, 6.252285);31.777;False;0.984376864061;LINESTRING (-75.62146370000001 6.2521783, -75.621197 6.252285)
;(-75.6214637, 6.2521783);(-75.6220833, 6.2524421);77.32000000000001;False;0.984376864061;LINESTRING (-75.62146370000001 6.2521783, -75.6215448 6.2522664, -75.62167100000001 6.2523476, -75.62184190000001 6.2524156, -75.6219676 6.2524454, -75.6220833 6.2524421)
Carrera 107;(-75.6202375, 6.2522226);(-75.6203522, 6.252503);33.658;False;0.984376864061;LINESTRING (-75.6202375 6.2522226, -75.6203522 6.252503)
Carrera 107;(-75.6202375, 6.2522226);(-75.6200763, 6.2518305);47.1;False;0.984376864061;LINESTRING (-75.6202375 6.2522226, -75.62007629999999 6.2518305)
Calle 39A;(-75.6202375, 6.2522226);(-75.621049, 6.2519185);95.86;False;0.984376864061;LINESTRING (-75.6202375 6.2522226, -75.621049 6.2519185)
Calle 39B;(-75.621197, 6.252285);(-75.6214637, 6.2521783);31.777;False;0.984376864061;LINESTRING (-75.621197 6.252285, -75.62146370000001 6.2521783)
Calle 39B;(-75.621197, 6.252285);(-75.6205978, 6.2525248);71.398;False;0.984376864061;LINESTRING (-75.621197 6.252285, -75.6205978 6.2525248)
Carrera 108;(-75.621197, 6.252285);(-75.621049, 6.2519185);43.914;False;0.984376864061;LINESTRING (-75.621197 6.252285, -75.621049 6.2519185)
Carrera 107;(-75.6203522, 6.252503);(-75.6202375, 6.2522226);33.658;False;0.984376864061;LINESTRING (-75.6203522 6.252503, -75.6202375 6.2522226)
Calle 39B;(-75.6205978, 6.2525248);(-75.621197, 6.252285);71.398;False;0.984376864061;LINESTRING (-75.6205978 6.2525248, -75.621197 6.252285)
Carrera 177D;(-75.6291859, 6.2497105);(-75.6289924, 6.2503818);77.71100000000001;False;;LINESTRING (-75.6291859 6.2497105, -75.6291198 6.2499677, -75.6290949 6.25007, -75.6290501 6.2501913, -75.6289924 6.2503818)
Carrera 177D;(-75.6291859, 6.2497105);(-75.6294615, 6.2488377);102.91899999999998;False;;LINESTRING (-75.6291859 6.2497105, -75.6292333 6.2495828, -75.62935210000001 6.2493538, -75.6293721 6.2492956, -75.6294091 6.2491976, -75.6294353 6.249095, -75.6294307 6.2490429, -75.62946150000001 6.2488377)
Calle 118B;(-75.6291859, 6.2497105);(-75.6293214, 6.249739);15.425;False;;LINESTRING (-75.6291859 6.2497105, -75.6292191 6.2497101, -75.62932139999999 6.249739)
Carrera 117C;(-75.6291859, 6.2497105);(-75.6289623, 6.2489572);89.0;False;;LINESTRING (-75.6291859 6.2497105, -75.6291289 6.2496268, -75.6291076 6.2495037, -75.62909879999999 6.2493894, -75.6290776 6.2492768, -75.62906340000001 6.2491818, -75.6289979 6.2489971, -75.6289623 6.2489572)
Carrera 177D;(-75.6289892, 6.2503923);(-75.6289924, 6.2503818);1.22;False;;LINESTRING (-75.62898920000001 6.2503923, -75.6289924 6.2503818)
Carrera 177D;(-75.6289892, 6.2503923);(-75.6288091, 6.2505835);31.67900000000001;False;;LINESTRING (-75.62898920000001 6.2503923, -75.62893099999999 6.2504072, -75.6288795 6.2504342, -75.6288435 6.2504836, -75.6288205 6.2505326, -75.6288107 6.2505717, -75.6288091 6.2505835)
Calle 39A;(-75.6289892, 6.2503923);(-75.6292976, 6.250402);36.642;False;;LINESTRING (-75.62898920000001 6.2503923, -75.6290285 6.2504284, -75.6291025 6.2504456, -75.62917090000001 6.2504432, -75.6292388 6.2504253, -75.6292976 6.250402)
Calle 39B;(-75.622786, 6.251686);(-75.6219956, 6.2519653);92.722;False;0.984376864061;LINESTRING (-75.622786 6.251686, -75.62199560000001 6.2519653)
Carrera 110;(-75.622786, 6.251686);(-75.6229336, 6.2518483);24.328;False;0.984376864061;LINESTRING (-75.622786 6.251686, -75.6229336 6.2518483)
Carrera 110;(-75.622786, 6.251686);(-75.6225589, 6.2513527);44.762;False;0.984376864061;LINESTRING (-75.622786 6.251686, -75.6225589 6.2513527)
Calle 39B;(-75.622786, 6.251686);(-75.6255481, 6.2489523);466.3730000000001;False;0.98531425221734;LINESTRING (-75.622786 6.251686, -75.62332019999999 6.2514774, -75.6235933 6.2513375, -75.62387320000001 6.2512038, -75.62432889999999 6.2509573, -75.6246438 6.2508003, -75.62478059999999 6.2507096, -75.6248598 6.2505856, -75.6249084 6.2504426, -75.62505640000001 6.2503286, -75.6251376 6.250248, -75.6252044 6.2500914, -75.62523779999999 6.249873, -75.62530940000001 6.2496642, -75.62533809999999 6.2495408, -75.6254527 6.2494222, -75.6254861 6.2492798, -75.6255481 6.2489523)
Carrera 110;(-75.6229336, 6.2518483);(-75.622786, 6.251686);24.328;False;0.984376864061;LINESTRING (-75.6229336 6.2518483, -75.622786 6.251686)
Calle 39C;(-75.6229336, 6.2518483);(-75.6222483, 6.2528614);135.751;False;0.984376864061;LINESTRING (-75.6229336 6.2518483, -75.62227350000001 6.2528253, -75.6222483 6.2528614)
['Carrera 110', 'Calle 39C'];(-75.6229336, 6.2518483);(-75.6235894, 6.252268);87.037;False;0.984376864061;LINESTRING (-75.6229336 6.2518483, -75.6230649 6.2519328, -75.62319100000001 6.2520275, -75.6233391 6.2521425, -75.6234164 6.2522012, -75.6234889 6.2522443, -75.6235894 6.252268)
Carrera 109;(-75.6220362, 6.2530194);(-75.6220833, 6.2524421);64.404;False;0.984376864061;LINESTRING (-75.6220362 6.2530194, -75.6220833 6.2524421)
Calle 39C;(-75.6220362, 6.2530194);(-75.6222483, 6.2528614);29.551;False;0.984376864061;LINESTRING (-75.6220362 6.2530194, -75.62214539999999 6.2529595, -75.62222389999999 6.252887, -75.6222483 6.2528614)
Carrera 108;(-75.6220362, 6.2530194);(-75.6219379, 6.2531573);18.950000000000003;False;0.984376864061;LINESTRING (-75.6220362 6.2530194, -75.6219943 6.2530971, -75.62193790000001 6.2531573)
Calle 39D;(-75.6219379, 6.2531573);(-75.6232713, 6.2534995);152.686;False;0.984376864061;LINESTRING (-75.62193790000001 6.2531573, -75.6220537 6.2531745, -75.62229600000001 6.2532401, -75.6225403 6.2533026, -75.6227815 6.2533446, -75.62300159999999 6.2533906, -75.6232713 6.2534995)
Carrera 108;(-75.6219379, 6.2531573);(-75.6213271, 6.2533047);71.344;False;0.984376864061;LINESTRING (-75.62193790000001 6.2531573, -75.6218389 6.2532259, -75.62175120000001 6.2532605, -75.6213664 6.253283, -75.6213271 6.2533047)
Carrera 108;(-75.6219379, 6.2531573);(-75.6220362, 6.2530194);18.950000000000003;False;0.984376864061;LINESTRING (-75.62193790000001 6.2531573, -75.6219943 6.2530971, -75.6220362 6.2530194)
Calle 39DA;(-75.626022, 6.253373);(-75.626222, 6.2533991);22.391;True;0.96062969743372;LINESTRING (-75.62602200000001 6.253373, -75.6261446 6.2533799, -75.626222 6.2533991)
Calle 40;(-75.626022, 6.253373);(-75.62664, 6.2532828);69.49099999999999;False;0.96062969743372;LINESTRING (-75.62602200000001 6.253373, -75.6261351 6.2533298, -75.6262681 6.2533213, -75.62649690000001 6.2533054, -75.62663999999999 6.2532828)
